exam,exam_url,q_number,question,option_a,option_b,option_c,option_d,correct_answer,num_correct_answers,area,theme,difficulty_1_10,explanation
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,5,What is one of the highest-grossing film franchises produced in the UK?,James Bond,Star Wars,The Lord of the Rings,Superman,James Bond,1,Culture & Society,"Film, TV & media",3,"Some of the most commercially successful films of all time, including the two highest-grossing film franchises (Harry Potter and James Bond ), have been produced in the UK."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,6,"Who can hear cases in Youth Courts in England, Wales and Northern Ireland (two answers)?",Specially trained magistrates.,Social workers.,District judges.,Members of the public.,Specially trained magistrates. | District judges.,2,Law & Justice,The legal system & courts,7,"In England, Wales and Northern Ireland, if an accused person is aged 10 to 17, the case is normally heard in a Youth Court in front of up to three specially trained magistrates or a District Judge . The most serious cases will go the Crown Court. The parents or carers of the young person are expected to attend the hearing. Members of the public are not allowed in Youth Courts, and the name or photographs of the accused young person cannot be published in newspapers or used by the media."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,7,Who came from the Netherlands to become the British monarch?,William II,Charles II,Edward II,George II,Charles II,1,History,"Stuarts, Civil War & Restoration",8,"In May 1660, Parliament invited Charles II to come back from exile in the Netherlands. He was crowned King Charles II of England, Wales, Scotland and Ireland."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,8,Who can apply for the National Citizen Service programme?,14- and 15-year-olds,15- and 16-year-olds,16- and 17-year-olds,17- and 18-year-olds,16- and 17-year-olds,1,Values & Citizenship,Rights & responsibilities of citizens,7,"The National Citizen Service programme gives 16- and 17-year-olds the opportunity to enjoy outdoor activities, develop their skills and take part in a community project."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,9,"Nick Park has won four Oscars for his animated films, including three for films featuring:",Chariots of Fire,Wallace and Gromit,Four Weddings and a Funeral,Women in Love,Wallace and Gromit,1,Culture & Society,"Film, TV & media",3,"Nick Park, who has won four Oscars for his animated films, including three for films featuring Wallace and Gromit ."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,10,Who was the British scientist who co-discovered the structure of the DNA molecule in the 1950s?,Sir Ian Wilmot,Keith Campbell,James Watt,Francis Crick,Francis Crick,1,Culture & Society,Notable Britons & achievements,6,"The structure of the DNA molecule was discovered in 1953 through work at British universities in London and Cambridge. This discovery contributed to many scientific advances, particularly in medicine and fighting crime. Francis Crick (1916-2004), was one of those awarded the Nobel Prize for this discovery."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,11,What percentage of the UK population has a parent or grandparent born outside of the UK?,Around 5%,Around 10%,Around 15%,Around 20%,Around 10%,1,Geography,Population & demographics,8,Nearly 10% of the population has a parent or grandparent born outside the UK.
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,12,How old do you have to be to drive a moped in the UK?,15 years old,16 years old,17 years old,18 years old,16 years old,1,Culture & Society,"Food, leisure & everyday life",6,"In the UK, you need to be at least 16 years old to ride a moped, and there are other age requirements and special tests for driving large vehicles."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,13,Who was the leader of the Labour Party who introduced a Scottish Parliament and a Welsh Assembly?,James Callaghan,Clement Attlee,Gordon Brown,Tony Blair,Tony Blair,1,Government & Politics,Prime Ministers & political leaders,5,In 1997 the Labour Party led by Tony Blair was elected. The Blair government introduced a Scottish Parliament and a Welsh Assembly.
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,14,What is the maximum amount you can claim through the small claims procedure in Scotland and Northern Ireland?,"£3,000","£5,000","£8,000","£10,000","£5,000",1,Law & Justice,The legal system & courts,9,"The small claims procedure is an informal way of helping people to settle minor disputes without spending a lot of time and money using a lawyer. This procedure is used for claims of less than £10,000 in England and Wales, £5,000 in Scotland and Northern Ireland ."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,15,Which historical monument did William the Conqueror build?,St Paul’s Cathedral,The Cenotaph,Dumfries House,The White Tower,The White Tower,1,History,Norman Conquest & the Middle Ages,7,"The White Tower in the Tower of London is an example of a Norman castle keep, built on the orders of William the Conqueror."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,16,Who became Prime Minister after Margaret Thatcher and played an important part in the Northern Ireland peace process?,James Callaghan,John Major,Tony Blair,Harold Wilson,John Major,1,Government & Politics,Prime Ministers & political leaders,5,John Major became Prime Minister after Margaret Thatcher and played an important part in the Northern Ireland peace process.
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,17,Who should you contact to report a terrorist activity?,Your local Council.,Your local MP.,Your local police force.,The Prime Minister.,Your local police force.,1,Law & Justice,"Police, crime & punishment",2,"If you think someone is trying to persuade you to join an extremist or terrorist cause, you should notify your local police force ."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,18,"Which Paralympic athlete has won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games?",Sophie Christiansen,Ellie Simmonds,Baroness Tanni Grey-Thompson,David Weir,Ellie Simmonds,1,Sport,Sport & sporting events,6,"Ellie Simmonds is a Paralympian who won gold medals for swimming at the 2008, 2012 and 2016 Paralympic Games and holds a number of world records. She was the youngest member of the British team at the 2008 Games."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,19,"Each of the UK countries is associated with a flower symbol, which country is associated with the rose?",Wales,Northern Ireland,Scotland,England,England,1,Geography,"Nations, capitals & geography of the UK",3,"The countries that make up the UK all have flowers which are particularly associated with them and which are sometimes worn on national saints’ days. The flowers associated to each country are as follows: England – the rose , Scotland – the thistle, Wales – the daffodil and Northern Ireland – the shamrock."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,20,Isambard Kingdom Brunel was responsible for:,The construction of the Great Western Railway.,The invention of the television.,The construction of the Tower of London.,The discovery of insulin.,The construction of the Great Western Railway.,1,History,Industrial Revolution & invention,6,"Brunel was originally from Portsmouth, England. He was an engineer who built tunnels, bridges, railway lines and ships. He was responsible for constructing the Great Western Railway , which was the first major railway built in Britain. It runs from Paddington Station in London to the south west of England, the West Midlands and Wales."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,21,What is the Commonwealth?,An organization responsible for the protection and promotion of human rights in its member countries.,A group of European and North American countries that have agreed to help each other if they come under attack.,An association of countries that support each other and work together towards shared goals in democracy and development.,An international organization that aims to prevent war and promote international peace and security.,An association of countries that support each other and work together towards shared goals in democracy and development.,1,History,Modern & contemporary Britain,5,"The Commonwealth is an association of countries that support each other and work together towards shared goals in democracy and development. Most member states were once part of the British Empire, although a few countries which were not have also joined."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,22,Under which name was the movement of opinion against the authority of the Pope during the times of Henry VIII known?,The Spanish Inquisition,The Holy Wars,The Reformation,The Enlightenment,The Reformation,1,History,Tudors & the Reformation,5,The correct answer is the Reformation.
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,23,What did Isaac Newton discover?,Gravity,Penicillin,Insulin,Lightbulb,Gravity,1,History,"Enlightenment, science & discovery",2,"Newton’s most famous published work was Philosophiae Naturalis Principia Mathematica (‘Mathematical Principle of Natural Philosophy’), which showed how gravity applied to the whole universe. Newton also discovered that white light is made up of the colours of the rainbow."
16,https://lifeintheuktestweb.co.uk/life-in-the-uk-exam-16/,24,What kind of movies did Academy Award winner Nick Park specialise in?,Action movies,Animated movies,Thrillers,Horror movies,Animated movies,1,Culture & Society,"Film, TV & media",3,"Britain continues to be particularly strong in special effects and animation. One example is the work of Nick Park, who has won four Oscars for his animated films , including three for films featuring Wallace and Gromit."
17,https://lifeintheuktestweb.co.uk/exam-17/,1,Which of the following is not a constitutional institution?,The Parliament,The cabinet,The armed forces,The police,The armed forces,1,Government & Politics,Parliament & how government works,7,"Constitutional institutions in the UK include: the monarchy, the Parliament (the House of Commons and the House of Lords), the Prime Minister, the cabinet, the judiciary (courts), the police, the civil service and the local government. The armed forces are not a constitutional institution."
17,https://lifeintheuktestweb.co.uk/exam-17/,2,What food shortage caused the famine in Ireland?,Corn,Potato,Wheat,Oats,Potato,1,History,Industrial Revolution & invention,3,"In the middle of the century the potato crop failed, and Ireland suffered a famine. A million people died from disease and starvation."
17,https://lifeintheuktestweb.co.uk/exam-17/,3,The leader of the opposition appoints senior opposition MPs. They form a group whose role is to challenge the government and put forward alternative policies. What are they called?,Shadow Cabinet,Lobby groups,Civil servants,Support peers,Shadow Cabinet,1,Government & Politics,Parliament & how government works,5,The leader of the opposition appoints senior opposition MPs to be ‘shadow ministers’. Their role is to challenge the government and put forward alternative policies. They form the shadow cabinet .
17,https://lifeintheuktestweb.co.uk/exam-17/,4,Which of the following are TWO responsibilities of the MPs?,Protect life and property,Represent everyone in their constituency,Help to create new laws,Scrutinise and comment on what the monarch is doing,Represent everyone in their constituency | Help to create new laws,2,Government & Politics,Parliament & how government works,4,"MPs responsibilities include: to represent everyone in their constituency, to help to create new laws , to scrutinise and comment on what the government is doing and to debate important national issues."
17,https://lifeintheuktestweb.co.uk/exam-17/,5,Who was the longest serving PM in the 20th century?,John Major,Sir Alec Douglas-Home,Robert Walpole,Margaret Thatcher,Margaret Thatcher,1,Government & Politics,Prime Ministers & political leaders,5,"Margaret Thatcher was the first woman Prime Minister of the UK. She was the longest-serving Prime Minister of the 20th century, remaining in office from 1979 until 1990."
17,https://lifeintheuktestweb.co.uk/exam-17/,6,What name is given to the territories which are linked to the UK but not part of it?,Crown Dependencies,Offshore Territories,Crown Independencies,British Colonies,Crown Dependencies,1,Geography,"Nations, capitals & geography of the UK",7,There are several islands which are closely linked with the UK but are not part of it: the Channel Islands and the Isle of Man. These have their own governments and are called ‘Crown dependencies’ .
17,https://lifeintheuktestweb.co.uk/exam-17/,7,What area did David Hume contribute to during the Enlightenment?,Architecture,Poetry,Cinema,Philosophy,Philosophy,1,History,"Enlightenment, science & discovery",6,David Hume was a famous philosopher who developed ideas about human nature during the 18th century and that have continued to influence philosophers over the years.
17,https://lifeintheuktestweb.co.uk/exam-17/,8,What proportion of the population died as a result of the Black Death in England?,Half of the population,One third of the population,55% of the population,One quarter of the population,One third of the population,1,History,Norman Conquest & the Middle Ages,6,"As a result of the Black Death, one third of the population of England died and a similar proportion in Scotland and Wales."
17,https://lifeintheuktestweb.co.uk/exam-17/,9,What happened to Charles I after he was in prison?,He moved to Spain,He became a priest,He escaped to France,He was executed,He was executed,1,History,"Stuarts, Civil War & Restoration",5,"Charles I’s army was defeated at the Battles of Marston Moor and Naseby. Charles was held prisoner by the parliamentary army. As he was unwilling to reach any agreement with the Parliament, in 1649 he was executed ."
17,https://lifeintheuktestweb.co.uk/exam-17/,10,What are TWO responsibilities of the monarch?,To appoint the members of the cabinet,"To advise, warn and encourage the Prime Minister‘s decisions on government policies",To debate important national issues,To appoint the government,"To advise, warn and encourage the Prime Minister‘s decisions on government policies | To appoint the government",2,Monarchy,Monarchy & the royal family,6,"The monarch does not rule the country but appoints the government, which the people have chosen in a democratic election. The monarch also has regular meetings with the Prime Minister and can advise, warn and encourage, but the decisions on government policies are made by the Prime Minister and cabinet."
17,https://lifeintheuktestweb.co.uk/exam-17/,11,What kind of disaster was the Black Death?,A plague,An earthquake,A famine,A civil war,A plague,1,History,Norman Conquest & the Middle Ages,2,"The Black Death was a disease, probably a form of plague , that came to Britain in 1348."
17,https://lifeintheuktestweb.co.uk/exam-17/,12,What country was in conflict with the UK for trading reasons during the 18th century?,Andorra,Germany,France,Luxembourg,France,1,History,"Empire, exploration, slavery & abolition",3,"During the 18th century, trading and settlements overseas sometimes brought Britain into conflict with other countries, particularly France , which was expanding and trading in a similar way in many of the same areas of the world."
17,https://lifeintheuktestweb.co.uk/exam-17/,13,"The Speaker is an MP, he or she represents a constituency and deals with the constituents.",True,False,,,True,1,Government & Politics,Parliament & how government works,5,This statement is true .
17,https://lifeintheuktestweb.co.uk/exam-17/,14,"Where is Skara Brae, the best preserved prehistoric village in northern Europe, located?",Scotland,Wales,England,Northern Ireland,Scotland,1,Geography,Landmarks & famous places,7,"Skara Brae on Orkney, off the north coast of Scotland , is the best preserved prehistoric village in northern Europe."
17,https://lifeintheuktestweb.co.uk/exam-17/,15,Which of the following plays was written by William Shakespeare?,MacBeth,The Canterbury Tales,Doctor Faustus,The Mikado,MacBeth,1,Culture & Society,Literature & writers,3,William Shakespeare’s most famous plays include MacBeth .
17,https://lifeintheuktestweb.co.uk/exam-17/,16,Where was William the Conqueror from?,Italy,Portugal,France,Ireland,France,1,History,Norman Conquest & the Middle Ages,4,"William the Conqueror was the Duke of Normandy (now northern France ). He defeated Harold, the Saxon king of England, at the Battle of Hastings in 1066."
17,https://lifeintheuktestweb.co.uk/exam-17/,17,How do you call the settlers from the Netherlands who went to war with the British in South Africa?,Blacksmiths,Boers,Conquistadors,Beefeaters,Boers,1,History,"Empire, exploration, slavery & abolition",6,The British went to war in South Africa with settlers from the Netherlands called the Boers . The Boers fought fiercely and the war went on for over three years.
17,https://lifeintheuktestweb.co.uk/exam-17/,18,"In Northern Ireland, up to three specially trained magistrates or a District Judge are required for Youth Court cases.",True,False,,,True,1,Law & Justice,The legal system & courts,7,This statement is true .
17,https://lifeintheuktestweb.co.uk/exam-17/,19,What made Roger Bannister famous?,He was the first man in the world to run a mile in under four minutes.,He won gold medals for ice dancing at the Olympic Games in 1984.,He won gold medals in rowing in five consecutive Olympic Games.,He was the first British to climb Mount Everest.,He was the first man in the world to run a mile in under four minutes.,1,Sport,Sport & sporting events,5,"Sir Roger Bannister was the first man in the world to run a mile in under four minutes , in 1954."
17,https://lifeintheuktestweb.co.uk/exam-17/,20,Who was invited to invade and rule England in 1688?,The Duke of Medina Sidonia,Napoleon,King Philip II of Spain,William of Orange,William of Orange,1,History,Glorious Revolution & Bill of Rights,6,"In 1688, important Protestants in England asked William of Orange to invade England and proclaim himself king."
17,https://lifeintheuktestweb.co.uk/exam-17/,21,Who was defeated at the Battle of the Boyne?,James I,James II,Richard I,Richard II,James II,1,History,Glorious Revolution & Bill of Rights,7,William of Orange defeated James II at the Battle of the Boyne in Ireland in 1690.
17,https://lifeintheuktestweb.co.uk/exam-17/,22,What did the Factories Act of 1847 introduce?,It limited the number of hours that everybody could work to 10 hours per day.,It increased the number of hours that women and children could work to 12 hours per day.,It increased the number of hours that men could work to 12 hours per day.,It limited the number of hours that women and children could work to 10 hours per day.,It limited the number of hours that women and children could work to 10 hours per day.,1,History,Industrial Revolution & invention,8,The Factories Act of 1847 limited the number of hours that women and children could work to 10 hours per day .
17,https://lifeintheuktestweb.co.uk/exam-17/,23,What name is given to the group of MPs from the opposition?,Roundheads,Cavaliers,Shadow Cabinet,Quakers,Shadow Cabinet,1,Government & Politics,Parliament & how government works,4,Opposition MPs form the shadow cabinet and their role is to challenge the government and put forward alternative policies.
17,https://lifeintheuktestweb.co.uk/exam-17/,24,In which of the following matters can the Scottish Parliament legislate?,Education,Immigration,Security,Defence,Education,1,Government & Politics,Devolution & the devolved nations,6,"The Scottish Parliament can legislate on: civil and criminal law, health, education , planning and additional tax-raising powers."
